time_stamp,file_name,gps_x lat,gps_y lon,gps_z alt,attitude
1679940325.311288,frames/frame_213.jpg,399407443,330458169,1087300,0
1679940325.351157,frames/frame_214.jpg,399407443,330458169,1087300,0
1679940325.393682,frames/frame_215.jpg,399407443,330458169,1087300,0
1679940325.446219,frames/frame_216.jpg,399407443,330458169,1087300,0
1679940325.474236,frames/frame_217.jpg,399407443,330458169,1087300,0
1679940325.511838,frames/frame_218.jpg,399407443,330458169,1087300,0
1679940325.552318,frames/frame_219.jpg,399407443,330458169,1087290,0
1679940325.592046,frames/frame_220.jpg,399407443,330458168,1087290,0
1679940325.650424,frames/frame_221.jpg,399407443,330458168,1087290,0
1679940325.680844,frames/frame_222.jpg,399407443,330458168,1087290,0
1679940325.710974,frames/frame_223.jpg,399407443,330458168,1087290,0
1679940325.752811,frames/frame_224.jpg,399407443,330458168,1087290,0
1679940325.799027,frames/frame_225.jpg,399407443,330458167,1087290,0
1679940325.846147,frames/frame_226.jpg,399407443,330458167,1087290,0
1679940325.871571,frames/frame_227.jpg,399407443,330458167,1087280,0
1679940325.911734,frames/frame_228.jpg,399407442,330458167,1087280,0
1679940325.955677,frames/frame_229.jpg,399407442,330458167,1087280,0
1679940325.99208,frames/frame_230.jpg,399407441,330458167,1087280,0
1679940326.049521,frames/frame_231.jpg,399407441,330458168,1087270,0
1679940326.075153,frames/frame_232.jpg,399407441,330458168,1087270,0
1679940326.112683,frames/frame_233.jpg,399407441,330458167,1087270,0
1679940326.152518,frames/frame_234.jpg,399407441,330458167,1087270,0
1679940326.193207,frames/frame_235.jpg,399407441,330458167,1087270,0
1679940326.249073,frames/frame_236.jpg,399407440,330458167,1087260,0
1679940326.27427,frames/frame_237.jpg,399407440,330458167,1087260,0
1679940326.311342,frames/frame_238.jpg,399407439,330458167,1087260,0
1679940326.353173,frames/frame_239.jpg,399407439,330458167,1087260,0
1679940326.394243,frames/frame_240.jpg,399407438,330458167,1087250,0
1679940326.448771,frames/frame_241.jpg,399407438,330458167,1087250,0
1679940326.478026,frames/frame_242.jpg,399407437,330458167,1087250,0
1679940326.511945,frames/frame_243.jpg,399407437,330458167,1087250,0
1679940326.551658,frames/frame_244.jpg,399407436,330458167,1087250,0
1679940326.59281,frames/frame_245.jpg,399407436,330458167,1087240,0
1679940326.646426,frames/frame_246.jpg,399407435,330458167,1087240,0
1679940326.67392,frames/frame_247.jpg,399407435,330458167,1087240,0
1679940326.712542,frames/frame_248.jpg,399407435,330458166,1087240,0
1679940326.75308,frames/frame_249.jpg,399407435,330458166,1087240,0
1679940326.793078,frames/frame_250.jpg,399407434,330458166,1087240,0
1679940326.849117,frames/frame_251.jpg,399407434,330458166,1087240,0
1679940326.876248,frames/frame_252.jpg,399407434,330458166,1087240,0
1679940326.913438,frames/frame_253.jpg,399407433,330458165,1087240,0
1679940326.954001,frames/frame_254.jpg,399407433,330458165,1087240,0
1679940326.992738,frames/frame_255.jpg,399407433,330458165,1087240,0
1679940327.048849,frames/frame_256.jpg,399407433,330458165,1087240,0
1679940327.074672,frames/frame_257.jpg,399407432,330458165,1087240,0
1679940327.112054,frames/frame_258.jpg,399407432,330458164,1087240,0
1679940327.153004,frames/frame_259.jpg,399407432,330458164,1087240,0
1679940327.192368,frames/frame_260.jpg,399407432,330458164,1087240,0
1679940327.249867,frames/frame_261.jpg,399407432,330458164,1087240,0
1679940327.277209,frames/frame_262.jpg,399407432,330458164,1087240,0
1679940327.312518,frames/frame_263.jpg,399407433,330458163,1087240,0
1679940327.353194,frames/frame_264.jpg,399407433,330458163,1087240,0
1679940327.393715,frames/frame_265.jpg,399407433,330458163,1087240,0
1679940327.448037,frames/frame_266.jpg,399407433,330458163,1087240,0
1679940327.474055,frames/frame_267.jpg,399407433,330458163,1087240,0
1679940327.511193,frames/frame_268.jpg,399407433,330458163,1087240,0
1679940327.551513,frames/frame_269.jpg,399407433,330458163,1087240,0
1679940327.5944,frames/frame_270.jpg,399407434,330458163,1087230,0
1679940327.646705,frames/frame_271.jpg,399407434,330458162,1087230,0
1679940327.673607,frames/frame_272.jpg,399407434,330458162,1087230,0
1679940327.711844,frames/frame_273.jpg,399407434,330458162,1087240,0
1679940327.752506,frames/frame_274.jpg,399407434,330458162,1087240,0
1679940327.79459,frames/frame_275.jpg,399407434,330458162,1087240,0
1679940327.847481,frames/frame_276.jpg,399407433,330458162,1087240,0
1679940327.873292,frames/frame_277.jpg,399407433,330458161,1087240,0
1679940327.913633,frames/frame_278.jpg,399407433,330458161,1087240,0
1679940327.952425,frames/frame_279.jpg,399407433,330458161,1087250,0
1679940327.995835,frames/frame_280.jpg,399407433,330458161,1087250,0
1679940328.050782,frames/frame_281.jpg,399407433,330458161,1087250,0
1679940328.080053,frames/frame_282.jpg,399407433,330458161,1087250,0
1679940328.146075,frames/frame_283.jpg,399407433,330458161,1087250,0
1679940328.172155,frames/frame_284.jpg,399407433,330458161,1087250,0
1679940328.197412,frames/frame_285.jpg,399407433,330458161,1087250,0
1679940328.247417,frames/frame_286.jpg,399407433,330458161,1087250,0
1679940328.273056,frames/frame_287.jpg,399407433,330458161,1087250,0
1679940328.313372,frames/frame_288.jpg,399407433,330458161,1087250,0
1679940328.353291,frames/frame_289.jpg,399407433,330458161,1087250,0
1679940328.392921,frames/frame_290.jpg,399407433,330458161,1087250,0
1679940328.461954,frames/frame_291.jpg,399407433,330458161,1087250,0
1679940328.487765,frames/frame_292.jpg,399407433,330458161,1087250,0
1679940328.512317,frames/frame_293.jpg,399407433,330458161,1087250,0
1679940328.551935,frames/frame_294.jpg,399407433,330458161,1087250,0
1679940328.591789,frames/frame_295.jpg,399407433,330458161,1087250,0
1679940328.64722,frames/frame_296.jpg,399407433,330458160,1087250,0
1679940328.681378,frames/frame_297.jpg,399407433,330458160,1087250,0
1679940328.71489,frames/frame_298.jpg,399407433,330458160,1087250,0
1679940328.752356,frames/frame_299.jpg,399407433,330458160,1087250,0
1679940328.800741,frames/frame_300.jpg,399407433,330458160,1087250,0
1679940328.847839,frames/frame_301.jpg,399407433,330458160,1087250,0
1679940328.872735,frames/frame_302.jpg,399407433,330458160,1087250,0
1679940328.913644,frames/frame_303.jpg,399407434,330458160,1087240,0
1679940328.951253,frames/frame_304.jpg,399407434,330458160,1087240,0
1679940328.995735,frames/frame_305.jpg,399407435,330458160,1087240,0
1679940329.048431,frames/frame_306.jpg,399407435,330458159,1087240,0
1679940329.073969,frames/frame_307.jpg,399407435,330458159,1087240,0
1679940329.111834,frames/frame_308.jpg,399407435,330458159,1087240,0
1679940329.152372,frames/frame_309.jpg,399407435,330458159,1087230,0
1679940329.198395,frames/frame_310.jpg,399407435,330458159,1087230,0
1679940329.247411,frames/frame_311.jpg,399407435,330458159,1087230,0
1679940329.272598,frames/frame_312.jpg,399407435,330458159,1087230,0
1679940329.313312,frames/frame_313.jpg,399407435,330458158,1087230,0
1679940329.353896,frames/frame_314.jpg,399407434,330458158,1087230,0
1679940329.392746,frames/frame_315.jpg,399407434,330458158,1087220,0
1679940329.445669,frames/frame_316.jpg,399407434,330458158,1087220,0
1679940329.479759,frames/frame_317.jpg,399407434,330458158,1087220,0
1679940329.51173,frames/frame_318.jpg,399407433,330458157,1087220,0
1679940329.551429,frames/frame_319.jpg,399407433,330458157,1087210,0
1679940329.592031,frames/frame_320.jpg,399407433,330458157,1087210,0
1679940329.647751,frames/frame_321.jpg,399407433,330458156,1087210,0
1679940329.673782,frames/frame_322.jpg,399407432,330458156,1087200,0
1679940329.713174,frames/frame_323.jpg,399407432,330458156,1087200,0
1679940329.752393,frames/frame_324.jpg,399407432,330458156,1087200,0
1679940329.792476,frames/frame_325.jpg,399407432,330458155,1087200,0
1679940329.845479,frames/frame_326.jpg,399407432,330458155,1087190,0
1679940329.881223,frames/frame_327.jpg,399407432,330458155,1087190,0
1679940329.915079,frames/frame_328.jpg,399407432,330458155,1087190,0
1679940329.952694,frames/frame_329.jpg,399407432,330458154,1087180,0
1679940329.993492,frames/frame_330.jpg,399407432,330458154,1087180,0
1679940330.047003,frames/frame_331.jpg,399407432,330458154,1087180,0
1679940330.074907,frames/frame_332.jpg,399407432,330458154,1087180,0
1679940330.113867,frames/frame_333.jpg,399407432,330458154,1087170,0
1679940330.151101,frames/frame_334.jpg,399407432,330458154,1087170,0
1679940330.190931,frames/frame_335.jpg,399407432,330458154,1087160,0
1679940330.247144,frames/frame_336.jpg,399407432,330458153,1087160,0
1679940330.271836,frames/frame_337.jpg,399407432,330458153,1087160,0
1679940330.314085,frames/frame_338.jpg,399407432,330458153,1087150,0
1679940330.355437,frames/frame_339.jpg,399407432,330458153,1087150,0
1679940330.391678,frames/frame_340.jpg,399407432,330458153,1087150,0
1679940330.448058,frames/frame_341.jpg,399407432,330458153,1087150,0
1679940330.488609,frames/frame_342.jpg,399407432,330458153,1087140,0
1679940330.514975,frames/frame_343.jpg,399407432,330458153,1087140,0
1679940330.552725,frames/frame_344.jpg,399407433,330458153,1087140,0
1679940330.604434,frames/frame_345.jpg,399407433,330458153,1087130,0
1679940330.648854,frames/frame_346.jpg,399407433,330458153,1087130,0
1679940330.674613,frames/frame_347.jpg,399407433,330458153,1087130,0
1679940330.715505,frames/frame_348.jpg,399407433,330458152,1087120,0
1679940330.750978,frames/frame_349.jpg,399407433,330458152,1087120,0
1679940330.793335,frames/frame_350.jpg,399407433,330458152,1087120,0
1679940330.846041,frames/frame_351.jpg,399407434,330458152,1087110,0
1679940330.874879,frames/frame_352.jpg,399407434,330458152,1087110,0
1679940330.911094,frames/frame_353.jpg,399407434,330458152,1087110,0
1679940330.955079,frames/frame_354.jpg,399407434,330458152,1087100,0
1679940330.991843,frames/frame_355.jpg,399407434,330458151,1087100,0
1679940331.0469,frames/frame_356.jpg,399407434,330458151,1087100,0
1679940331.07195,frames/frame_357.jpg,399407434,330458151,1087090,0
1679940331.114025,frames/frame_358.jpg,399407434,330458151,1087090,0
1679940331.151535,frames/frame_359.jpg,399407434,330458151,1087090,0
1679940331.191539,frames/frame_360.jpg,399407434,330458151,1087090,0
1679940331.247467,frames/frame_361.jpg,399407434,330458151,1087080,0
1679940331.272743,frames/frame_362.jpg,399407434,330458151,1087080,0
1679940331.314547,frames/frame_363.jpg,399407434,330458151,1087080,0
1679940331.354484,frames/frame_364.jpg,399407434,330458151,1087080,0
1679940331.392654,frames/frame_365.jpg,399407434,330458151,1087080,0
1679940331.447765,frames/frame_366.jpg,399407434,330458151,1087080,0
1679940331.475873,frames/frame_367.jpg,399407434,330458151,1087080,0
1679940331.515206,frames/frame_368.jpg,399407434,330458151,1087080,0
1679940331.550987,frames/frame_369.jpg,399407434,330458151,1087080,0
1679940331.595261,frames/frame_370.jpg,399407434,330458151,1087080,0
1679940331.645987,frames/frame_371.jpg,399407434,330458151,1087080,0
1679940331.676891,frames/frame_372.jpg,399407434,330458151,1087080,0
1679940331.714035,frames/frame_373.jpg,399407434,330458151,1087080,0
1679940331.751482,frames/frame_374.jpg,399407435,330458151,1087080,0
1679940331.796683,frames/frame_375.jpg,399407435,330458151,1087080,0
1679940331.848197,frames/frame_376.jpg,399407435,330458150,1087080,0
1679940331.873533,frames/frame_377.jpg,399407435,330458150,1087080,0
1679940331.914728,frames/frame_378.jpg,399407435,330458150,1087080,0
1679940331.952043,frames/frame_379.jpg,399407435,330458150,1087080,0
1679940331.994999,frames/frame_380.jpg,399407435,330458150,1087080,0
1679940332.049213,frames/frame_381.jpg,399407436,330458150,1087080,0
1679940332.075303,frames/frame_382.jpg,399407436,330458149,1087080,0
1679940332.115727,frames/frame_383.jpg,399407437,330458149,1087080,0
1679940332.151427,frames/frame_384.jpg,399407437,330458149,1087080,0
1679940332.193587,frames/frame_385.jpg,399407437,330458149,1087080,0
1679940332.250964,frames/frame_386.jpg,399407438,330458149,1087080,0
1679940332.275766,frames/frame_387.jpg,399407438,330458148,1087080,0
1679940332.316669,frames/frame_388.jpg,399407438,330458148,1087080,0
1679940332.356931,frames/frame_389.jpg,399407438,330458148,1087090,0
1679940332.392739,frames/frame_390.jpg,399407438,330458148,1087090,0
1679940332.458267,frames/frame_391.jpg,399407438,330458147,1087090,0
1679940332.483065,frames/frame_392.jpg,399407438,330458147,1087090,0
1679940332.515219,frames/frame_393.jpg,399407438,330458146,1087090,0
1679940332.553047,frames/frame_394.jpg,399407438,330458146,1087090,0
1679940332.597692,frames/frame_395.jpg,399407437,330458146,1087090,0
1679940332.64573,frames/frame_396.jpg,399407437,330458145,1087090,0
1679940332.674259,frames/frame_397.jpg,399407437,330458145,1087090,0
1679940332.711422,frames/frame_398.jpg,399407437,330458145,1087090,0
1679940332.752079,frames/frame_399.jpg,399407437,330458145,1087090,0
1679940332.791654,frames/frame_400.jpg,399407437,330458145,1087100,0
1679940332.846834,frames/frame_401.jpg,399407437,330458145,1087100,0
1679940332.872454,frames/frame_402.jpg,399407437,330458145,1087100,0
1679940332.91497,frames/frame_403.jpg,399407437,330458145,1087100,0
1679940332.953576,frames/frame_404.jpg,399407437,330458145,1087110,0
1679940332.99939,frames/frame_405.jpg,399407437,330458145,1087110,0
1679940333.046724,frames/frame_406.jpg,399407437,330458146,1087110,0
