     Week         GPSTime       E        N          U       VX       VY       VZ          Heading               Pitch                  Roll
2233.00000 22453.200 1.526 -12.284 0.087 0.379 -4.835 0.031 1.71647E-05 1.41748E-05 6.24334E-06
2233.00000 22453.300 1.566 -12.764 0.090 0.369 -4.781 0.042 1.69846E-05 1.40465E-05 6.19805E-06
2233.00000 22453.400 1.601 -13.241 0.093 0.343 -4.733 0.017 1.68046E-05 1.39181E-05 6.15274E-06
2233.00000 22453.500 1.636 -13.712 0.095 0.323 -4.695 0.008 1.66246E-05 1.37898E-05 6.10740E-06
2233.00000 22453.600 1.667 -14.180 0.096 0.299 -4.653 0.021 1.64446E-05 1.36615E-05 6.06203E-06
2233.00000 22453.700 1.696 -14.643 0.098 0.275 -4.614 0.008 1.62646E-05 1.35333E-05 6.01664E-06
2233.00000 22453.800 1.724 -15.101 0.100 0.258 -4.556 0.012 1.60846E-05 1.34050E-05 5.97123E-06
2233.00000 22453.900 1.749 -15.553 0.102 0.228 -4.499 0.029 1.59046E-05 1.32768E-05 5.92579E-06
2233.00000 22454.000 1.771 -16.000 0.106 0.195 -4.446 0.035 1.57246E-05 1.31486E-05 5.88033E-06
2233.00000 22454.100 1.791 -16.442 0.109 0.188 -4.391 0.039 1.55563E-05 1.30386E-05 5.83004E-06
2233.00000 22454.200 1.811 -16.879 0.112 0.188 -4.354 0.014 1.53880E-05 1.29284E-05 5.77989E-06
2233.00000 22454.300 1.830 -17.312 0.112 0.164 -4.309 0.007 1.52197E-05 1.28181E-05 5.72987E-06
2233.00000 22454.400 1.848 -17.739 0.114 0.163 -4.255 0.015 1.50514E-05 1.27077E-05 5.67999E-06
2233.00000 22454.500 1.863 -18.163 0.115 0.121 -4.208 0.032 1.48831E-05 1.25972E-05 5.63024E-06
2233.00000 22454.600 1.874 -18.582 0.119 0.084 -4.172 0.041 1.47148E-05 1.24865E-05 5.58063E-06
2233.00000 22454.700 1.880 -18.996 0.124 0.062 -4.105 0.057 1.45464E-05 1.23758E-05 5.53115E-06
2233.00000 22454.800 1.887 -19.404 0.129 0.081 -4.035 0.042 1.43780E-05 1.22649E-05 5.48181E-06
2233.00000 22454.900 1.895 -19.805 0.131 0.067 -3.975 0.020 1.42096E-05 1.21539E-05 5.43260E-06
2233.00000 22455.000 1.901 -20.199 0.133 0.033 -3.925 0.020 1.40412E-05 1.20428E-05 5.38353E-06
2233.00000 22455.100 1.904 -20.590 0.135 0.007 -3.878 0.021 1.38845E-05 1.19363E-05 5.34258E-06
2233.00000 22455.200 1.904 -20.975 0.139 -0.028 -3.829 0.026 1.37277E-05 1.18298E-05 5.30171E-06
2233.00000 22455.300 1.901 -21.354 0.142 -0.046 -3.775 0.030 1.35708E-05 1.17232E-05 5.26091E-06
2233.00000 22455.400 1.897 -21.728 0.146 -0.055 -3.707 0.045 1.34139E-05 1.16166E-05 5.22019E-06
2233.00000 22455.500 1.892 -22.096 0.150 -0.040 -3.655 0.033 1.32569E-05 1.15101E-05 5.17955E-06
2233.00000 22455.600 1.886 -22.459 0.153 -0.078 -3.596 0.027 1.30999E-05 1.14035E-05 5.13899E-06
2233.00000 22455.700 1.879 -22.814 0.157 -0.106 -3.529 0.037 1.29428E-05 1.12968E-05 5.09851E-06
2233.00000 22455.800 1.868 -23.165 0.161 -0.119 -3.477 0.048 1.27857E-05 1.11902E-05 5.05810E-06
2233.00000 22455.900 1.857 -23.510 0.164 -0.115 -3.428 0.025 1.26285E-05 1.10835E-05 5.01777E-06
2233.00000 22456.000 1.845 -23.850 0.167 -0.110 -3.362 0.036 1.24712E-05 1.09768E-05 4.97752E-06
2233.00000 22456.100 1.836 -24.183 0.169 -0.098 -3.301 0.033 1.23186E-05 1.08806E-05 4.93882E-06
2233.00000 22456.200 1.826 -24.510 0.172 -0.119 -3.250 0.024 1.21661E-05 1.07843E-05 4.90020E-06
2233.00000 22456.300 1.815 -24.833 0.175 -0.129 -3.186 0.001 1.20135E-05 1.06879E-05 4.86167E-06
2233.00000 22456.400 1.801 -25.147 0.177 -0.153 -3.113 0.029 1.18610E-05 1.05913E-05 4.82322E-06
2233.00000 22456.500 1.785 -25.455 0.180 -0.173 -3.057 0.034 1.17085E-05 1.04947E-05 4.78485E-06
2233.00000 22456.600 1.768 -25.758 0.184 -0.164 -2.993 0.020 1.15560E-05 1.03980E-05 4.74656E-06
2233.00000 22456.700 1.752 -26.053 0.186 -0.148 -2.925 0.010 1.14035E-05 1.03012E-05 4.70836E-06
2233.00000 22456.800 1.738 -26.343 0.189 -0.146 -2.860 0.029 1.12510E-05 1.02043E-05 4.67025E-06
2233.00000 22456.900 1.724 -26.626 0.191 -0.154 -2.811 0.014 1.10986E-05 1.01072E-05 4.63221E-06
2233.00000 22457.000 1.708 -26.904 0.193 -0.155 -2.741 0.030 1.09462E-05 1.00101E-05 4.59426E-06
2233.00000 22457.100 1.693 -27.174 0.195 -0.155 -2.677 0.021 1.08130E-05 9.92061E-06 4.56162E-06
2233.00000 22457.200 1.678 -27.441 0.197 -0.161 -2.654 -0.012 1.06799E-05 9.83107E-06 4.52902E-06
2233.00000 22457.300 1.661 -27.704 0.196 -0.206 -2.623 -0.017 1.05468E-05 9.74148E-06 4.49647E-06
2233.00000 22457.400 1.643 -27.962 0.196 -0.164 -2.536 0.009 1.04136E-05 9.65186E-06 4.46395E-06
2233.00000 22457.500 1.629 -28.210 0.199 -0.125 -2.431 0.042 1.02805E-05 9.56220E-06 4.43148E-06
2233.00000 22457.600 1.616 -28.450 0.204 -0.155 -2.353 0.051 1.01474E-05 9.47249E-06 4.39905E-06
2233.00000 22457.700 1.598 -28.682 0.208 -0.168 -2.280 0.039 1.00142E-05 9.38275E-06 4.36666E-06
2233.00000 22457.800 1.583 -28.906 0.212 -0.155 -2.203 0.052 9.88108E-06 9.29296E-06 4.33432E-06
2233.00000 22457.900 1.570 -29.126 0.214 -0.106 -2.176 0.014 9.74793E-06 9.20313E-06 4.30201E-06
2233.00000 22458.000 1.560 -29.340 0.215 -0.114 -2.125 -0.001 9.61479E-06 9.11326E-06 4.26975E-06
2233.00000 22458.100 1.549 -29.549 0.216 -0.110 -2.069 0.016 9.49386E-06 9.03262E-06 4.23911E-06
2233.00000 22458.200 1.539 -29.754 0.218 -0.125 -2.020 0.018 9.37296E-06 8.95192E-06 4.20851E-06
2233.00000 22458.300 1.526 -29.954 0.220 -0.125 -1.974 0.004 9.25208E-06 8.87116E-06 4.17794E-06
2233.00000 22458.400 1.513 -30.147 0.220 -0.129 -1.912 -0.020 9.13123E-06 8.79034E-06 4.14742E-06
2233.00000 22458.500 1.500 -30.337 0.219 -0.145 -1.876 -0.020 9.01040E-06 8.70945E-06 4.11692E-06
2233.00000 22458.600 1.488 -30.524 0.218 -0.106 -1.859 0.030 8.88960E-06 8.62850E-06 4.08647E-06
2233.00000 22458.700 1.479 -30.708 0.223 -0.089 -1.819 0.058 8.76883E-06 8.54748E-06 4.05605E-06
2233.00000 22458.800 1.469 -30.887 0.227 -0.098 -1.750 0.031 8.64809E-06 8.46640E-06 4.02567E-06
2233.00000 22458.900 1.458 -31.058 0.228 -0.136 -1.674 0.006 8.52738E-06 8.38525E-06 3.99532E-06
2233.00000 22459.000 1.444 -31.222 0.229 -0.158 -1.612 0.002 8.40670E-06 8.30403E-06 3.96502E-06
2233.00000 22459.100 1.430 -31.382 0.232 -0.111 -1.571 0.039 8.29937E-06 8.22083E-06 3.93749E-06
2233.00000 22459.200 1.421 -31.536 0.237 -0.073 -1.506 0.048 8.19199E-06 8.13768E-06 3.90996E-06
2233.00000 22459.300 1.416 -31.682 0.240 -0.069 -1.437 0.004 8.08454E-06 8.05461E-06 3.88242E-06
2233.00000 22459.400 1.409 -31.822 0.239 -0.089 -1.377 -0.013 7.97704E-06 7.97161E-06 3.85487E-06
2233.00000 22459.500 1.400 -31.957 0.239 -0.099 -1.330 0.003 7.86947E-06 7.88867E-06 3.82731E-06
2233.00000 22459.600 1.391 -32.089 0.240 -0.084 -1.297 0.010 7.76186E-06 7.80579E-06 3.79974E-06
2233.00000 22459.700 1.383 -32.216 0.243 -0.074 -1.235 0.016 7.65418E-06 7.72299E-06 3.77216E-06
2233.00000 22459.800 1.376 -32.336 0.243 -0.075 -1.167 0.015 7.54645E-06 7.64025E-06 3.74458E-06
2233.00000 22459.900 1.368 -32.450 0.245 -0.072 -1.118 0.016 7.43866E-06 7.55757E-06 3.71698E-06
2233.00000 22460.000 1.362 -32.558 0.245 -0.068 -1.046 0.008 7.33081E-06 7.47496E-06 3.68938E-06
2233.00000 22460.100 1.356 -32.660 0.247 -0.063 -0.975 -0.002 7.23654E-06 7.39224E-06 3.66277E-06
2233.00000 22460.200 1.350 -32.754 0.248 -0.060 -0.922 0.004 7.14214E-06 7.30970E-06 3.63612E-06
2233.00000 22460.300 1.345 -32.842 0.248 -0.067 -0.859 0.009 7.04761E-06 7.22732E-06 3.60943E-06
2233.00000 22460.400 1.339 -32.925 0.248 -0.051 -0.789 0.001 6.95295E-06 7.14510E-06 3.58271E-06
2233.00000 22460.500 1.334 -33.001 0.250 -0.040 -0.725 -0.003 6.85816E-06 7.06305E-06 3.55595E-06
2233.00000 22460.600 1.330 -33.071 0.250 -0.046 -0.675 0.009 6.76324E-06 6.98117E-06 3.52915E-06
2233.00000 22460.700 1.327 -33.135 0.251 -0.044 -0.614 0.012 6.66819E-06 6.89945E-06 3.50232E-06
2233.00000 22460.800 1.322 -33.193 0.251 -0.037 -0.542 0.004 6.57302E-06 6.81789E-06 3.47545E-06
2233.00000 22460.900 1.319 -33.244 0.252 -0.032 -0.482 0.001 6.47772E-06 6.73650E-06 3.44855E-06
2233.00000 22461.000 1.316 -33.290 0.252 -0.024 -0.419 0.000 6.38229E-06 6.65527E-06 3.42161E-06
2233.00000 22461.100 1.313 -33.329 0.253 -0.023 -0.349 0.001 6.30067E-06 6.58524E-06 3.39398E-06
2233.00000 22461.200 1.312 -33.360 0.254 -0.024 -0.292 0.004 6.21897E-06 6.51530E-06 3.36635E-06
2233.00000 22461.300 1.311 -33.386 0.255 -0.019 -0.225 0.001 6.13718E-06 6.44545E-06 3.33872E-06
2233.00000 22461.400 1.310 -33.405 0.255 -0.013 -0.163 0.005 6.05531E-06 6.37568E-06 3.31109E-06
2233.00000 22461.500 1.309 -33.418 0.255 -0.009 -0.104 0.001 5.97336E-06 6.30599E-06 3.28345E-06
2233.00000 22461.600 1.309 -33.419 0.255 -0.005 -0.041 0.003 5.89133E-06 6.23640E-06 3.25581E-06
2233.00000 22461.700 1.309 -33.419 0.255 0.001 0.013 -0.001 5.80921E-06 6.16688E-06 3.22817E-06
2233.00000 22461.800 1.308 -33.419 0.256 0.004 0.025 -0.001 5.72701E-06 6.09746E-06 3.20053E-06
2233.00000 22461.900 1.308 -33.418 0.256 0.004 -0.011 0.007 5.64473E-06 6.02811E-06 3.17288E-06
2233.00000 22462.000 1.309 -33.419 0.256 -0.000 -0.008 -0.001 5.56237E-06 5.95885E-06 3.14523E-06
2233.00000 22462.100 1.309 -33.419 0.256 -0.005 0.015 0.001 5.49288E-06 5.91034E-06 3.12164E-06
2233.00000 22462.200 1.310 -33.419 0.257 -0.003 -0.002 0.005 5.42345E-06 5.86176E-06 3.09806E-06
2233.00000 22462.300 1.310 -33.419 0.257 -0.002 -0.011 0.000 5.35410E-06 5.81309E-06 3.07450E-06
2233.00000 22462.400 1.311 -33.419 0.257 -0.001 0.003 0.005 5.28481E-06 5.76433E-06 3.05095E-06
2233.00000 22462.500 1.311 -33.418 0.258 0.001 0.007 -0.000 5.21559E-06 5.71549E-06 3.02743E-06
2233.00000 22462.600 1.311 -33.418 0.258 0.001 -0.005 -0.002 5.14643E-06 5.66657E-06 3.00391E-06
2233.00000 22462.700 1.311 -33.418 0.258 -0.000 -0.001 -0.001 5.07735E-06 5.61756E-06 2.98041E-06
2233.00000 22462.800 1.311 -33.418 0.258 -0.002 0.005 0.003 5.00834E-06 5.56847E-06 2.95693E-06
2233.00000 22462.900 1.310 -33.419 0.258 -0.003 -0.003 0.004 4.93939E-06 5.51929E-06 2.93346E-06
2233.00000 22463.000 1.310 -33.419 0.258 -0.004 -0.006 0.004 4.87052E-06 5.47002E-06 2.91001E-06
2233.00000 22463.100 1.311 -33.419 0.259 -0.002 0.003 0.002 4.80782E-06 5.42994E-06 2.88678E-06
2233.00000 22463.200 1.311 -33.419 0.259 0.002 0.002 -0.000 4.74523E-06 5.38971E-06 2.86358E-06
2233.00000 22463.300 1.312 -33.418 0.260 0.001 -0.003 0.001 4.68274E-06 5.34934E-06 2.84042E-06
2233.00000 22463.400 1.312 -33.418 0.260 -0.000 0.002 -0.001 4.62035E-06 5.30883E-06 2.81730E-06
2233.00000 22463.500 1.312 -33.418 0.260 -0.003 0.001 0.002 4.55807E-06 5.26819E-06 2.79422E-06
2233.00000 22463.600 1.312 -33.418 0.260 -0.004 -0.005 0.002 4.49589E-06 5.22740E-06 2.77117E-06
2233.00000 22463.700 1.312 -33.418 0.260 -0.003 -0.002 0.004 4.43381E-06 5.18647E-06 2.74817E-06
2233.00000 22463.800 1.312 -33.419 0.260 -0.001 0.003 0.004 4.37184E-06 5.14540E-06 2.72520E-06
2233.00000 22463.900 1.312 -33.419 0.260 0.002 0.001 -0.001 4.30997E-06 5.10418E-06 2.70226E-06
2233.00000 22464.000 1.312 -33.419 0.260 0.001 -0.001 -0.001 4.24820E-06 5.06283E-06 2.67937E-06
2233.00000 22464.100 1.312 -33.419 0.260 -0.002 0.001 0.001 4.21301E-06 4.98425E-06 2.67147E-06
2233.00000 22464.200 1.312 -33.419 0.260 -0.004 -0.003 0.005 4.17739E-06 4.90629E-06 2.66339E-06
2233.00000 22464.300 1.313 -33.420 0.260 -0.004 -0.005 0.007 4.14132E-06 4.82893E-06 2.65515E-06
2233.00000 22464.400 1.313 -33.419 0.259 -0.000 0.000 0.001 4.10482E-06 4.75218E-06 2.64674E-06
2233.00000 22464.500 1.313 -33.419 0.259 0.001 0.002 -0.002 4.06788E-06 4.67604E-06 2.63816E-06
2233.00000 22464.600 1.313 -33.419 0.259 0.000 -0.000 -0.001 4.03050E-06 4.60050E-06 2.62942E-06
2233.00000 22464.700 1.313 -33.420 0.260 -0.002 -0.000 0.003 3.99269E-06 4.52557E-06 2.62050E-06
2233.00000 22464.800 1.312 -33.420 0.260 -0.004 -0.002 0.006 3.95443E-06 4.45126E-06 2.61141E-06
2233.00000 22464.900 1.311 -33.420 0.261 -0.002 -0.004 0.004 3.91573E-06 4.37755E-06 2.60215E-06
2233.00000 22465.000 1.311 -33.420 0.261 -0.001 -0.001 0.002 3.87659E-06 4.30445E-06 2.59273E-06
2233.00000 22465.100 1.311 -33.420 0.261 0.000 0.001 -0.000 3.85630E-06 4.27101E-06 2.58525E-06
2233.00000 22465.200 1.311 -33.420 0.261 0.000 0.001 0.001 3.83592E-06 4.23769E-06 2.57775E-06
2233.00000 22465.300 1.312 -33.420 0.260 -0.001 -0.000 0.000 3.81544E-06 4.20449E-06 2.57022E-06
2233.00000 22465.400 1.312 -33.420 0.260 -0.003 -0.002 0.004 3.79488E-06 4.17142E-06 2.56266E-06
2233.00000 22465.500 1.313 -33.420 0.260 -0.003 -0.004 0.006 3.77421E-06 4.13846E-06 2.55507E-06
2233.00000 22465.600 1.313 -33.420 0.260 -0.001 -0.001 0.004 3.75346E-06 4.10562E-06 2.54746E-06
2233.00000 22465.700 1.313 -33.420 0.260 0.001 0.001 0.000 3.73261E-06 4.07290E-06 2.53982E-06
2233.00000 22465.800 1.313 -33.420 0.260 0.001 0.000 -0.002 3.71167E-06 4.04031E-06 2.53215E-06
2233.00000 22465.900 1.313 -33.420 0.260 -0.001 -0.000 0.000 3.69064E-06 4.00783E-06 2.52445E-06
2233.00000 22466.000 1.313 -33.420 0.260 -0.004 -0.003 0.005 3.66951E-06 3.97548E-06 2.51673E-06
2233.00000 22466.100 1.313 -33.420 0.260 -0.003 -0.002 0.006 3.65730E-06 3.95889E-06 2.51238E-06
2233.00000 22466.200 1.313 -33.420 0.260 -0.002 -0.001 0.004 3.64506E-06 3.94233E-06 2.50803E-06
2233.00000 22466.300 1.313 -33.420 0.260 0.002 0.001 -0.004 3.63280E-06 3.92580E-06 2.50367E-06
2233.00000 22466.400 1.313 -33.420 0.260 0.001 0.001 0.001 3.62052E-06 3.90930E-06 2.49931E-06
2233.00000 22466.500 1.313 -33.420 0.260 -0.002 -0.003 0.001 3.60822E-06 3.89283E-06 2.49494E-06
2233.00000 22466.600 1.313 -33.420 0.260 -0.005 -0.002 0.006 3.59589E-06 3.87639E-06 2.49056E-06
2233.00000 22466.700 1.313 -33.420 0.260 -0.003 -0.003 0.007 3.58354E-06 3.85998E-06 2.48617E-06
2233.00000 22466.800 1.313 -33.420 0.260 0.000 -0.002 0.001 3.57117E-06 3.84360E-06 2.48178E-06
2233.00000 22466.900 1.313 -33.420 0.260 0.001 0.001 0.000 3.55877E-06 3.82725E-06 2.47738E-06
2233.00000 22467.000 1.313 -33.420 0.260 0.001 0.001 0.000 3.54636E-06 3.81092E-06 2.47298E-06
2233.00000 22467.100 1.313 -33.420 0.260 0.000 -0.001 0.001 3.54129E-06 3.80455E-06 2.47175E-06
2233.00000 22467.200 1.314 -33.420 0.261 -0.003 -0.003 0.005 3.53623E-06 3.79818E-06 2.47051E-06
2233.00000 22467.300 1.314 -33.420 0.261 -0.005 -0.003 0.005 3.53116E-06 3.79181E-06 2.46927E-06
2233.00000 22467.400 1.314 -33.419 0.260 -0.002 -0.003 0.005 3.52609E-06 3.78545E-06 2.46803E-06
2233.00000 22467.500 1.314 -33.419 0.260 0.002 0.000 -0.000 3.52102E-06 3.77909E-06 2.46679E-06
2233.00000 22467.600 1.314 -33.419 0.260 0.001 0.001 0.000 3.51594E-06 3.77274E-06 2.46555E-06
2233.00000 22467.700 1.314 -33.419 0.260 -0.001 -0.001 -0.000 3.51086E-06 3.76639E-06 2.46431E-06
2233.00000 22467.800 1.314 -33.420 0.261 -0.003 -0.002 0.003 3.50577E-06 3.76005E-06 2.46306E-06
2233.00000 22467.900 1.314 -33.420 0.261 -0.002 -0.005 0.006 3.50068E-06 3.75371E-06 2.46182E-06
2233.00000 22468.000 1.314 -33.420 0.261 -0.002 -0.003 0.005 3.49559E-06 3.74737E-06 2.46057E-06
2233.00000 22468.100 1.314 -33.420 0.261 0.002 0.000 0.001 3.49697E-06 3.74999E-06 2.46212E-06
2233.00000 22468.200 1.314 -33.420 0.261 0.003 0.000 -0.002 3.49835E-06 3.75261E-06 2.46366E-06
2233.00000 22468.300 1.314 -33.419 0.260 -0.001 -0.000 0.000 3.49972E-06 3.75523E-06 2.46521E-06
2233.00000 22468.400 1.315 -33.420 0.260 -0.004 -0.003 0.003 3.50110E-06 3.75784E-06 2.46676E-06
2233.00000 22468.500 1.315 -33.420 0.260 -0.003 -0.004 0.008 3.50247E-06 3.76046E-06 2.46830E-06
2233.00000 22468.600 1.315 -33.420 0.260 0.001 -0.004 0.004 3.50385E-06 3.76308E-06 2.46985E-06
2233.00000 22468.700 1.315 -33.420 0.260 0.001 0.001 0.000 3.50522E-06 3.76570E-06 2.47140E-06
2233.00000 22468.800 1.315 -33.420 0.260 0.001 0.002 -0.002 3.50659E-06 3.76833E-06 2.47294E-06
2233.00000 22468.900 1.315 -33.420 0.261 0.000 -0.003 0.001 3.50796E-06 3.77095E-06 2.47449E-06
2233.00000 22469.000 1.315 -33.420 0.261 -0.003 -0.004 0.007 3.50934E-06 3.77357E-06 2.47604E-06
2233.00000 22469.100 1.315 -33.420 0.261 -0.002 -0.003 0.007 3.51863E-06 3.78579E-06 2.48083E-06
2233.00000 22469.200 1.315 -33.420 0.260 0.000 -0.002 0.001 3.52790E-06 3.79802E-06 2.48561E-06
2233.00000 22469.300 1.315 -33.420 0.260 0.002 0.000 -0.000 3.53717E-06 3.81027E-06 2.49040E-06
2233.00000 22469.400 1.315 -33.420 0.260 -0.000 0.001 -0.001 3.54642E-06 3.82253E-06 2.49518E-06
2233.00000 22469.500 1.315 -33.420 0.260 -0.002 -0.003 0.005 3.55566E-06 3.83481E-06 2.49996E-06
2233.00000 22469.600 1.315 -33.420 0.260 -0.002 -0.006 0.006 3.56488E-06 3.84710E-06 2.50474E-06
2233.00000 22469.700 1.315 -33.420 0.260 -0.001 -0.002 0.003 3.57409E-06 3.85941E-06 2.50952E-06
2233.00000 22469.800 1.315 -33.420 0.260 0.001 0.001 0.003 3.58329E-06 3.87173E-06 2.51430E-06
2233.00000 22469.900 1.315 -33.420 0.261 0.002 0.000 -0.000 3.59248E-06 3.88407E-06 2.51907E-06
2233.00000 22470.000 1.315 -33.420 0.261 0.001 -0.001 0.001 3.60165E-06 3.89643E-06 2.52385E-06
2233.00000 22470.100 1.313 -33.420 0.261 -0.001 -0.002 0.002 3.62113E-06 3.92161E-06 2.53216E-06
2233.00000 22470.200 1.313 -33.421 0.262 -0.004 -0.003 0.005 3.64056E-06 3.94686E-06 2.54045E-06
2233.00000 22470.300 1.312 -33.421 0.263 -0.002 -0.004 0.007 3.65993E-06 3.97217E-06 2.54874E-06
2233.00000 22470.400 1.312 -33.422 0.264 0.000 -0.001 0.004 3.67925E-06 3.99755E-06 2.55701E-06
2233.00000 22470.500 1.312 -33.422 0.264 0.000 -0.001 0.001 3.69851E-06 4.02300E-06 2.56528E-06
2233.00000 22470.600 1.312 -33.422 0.264 0.001 -0.001 -0.001 3.71772E-06 4.04851E-06 2.57353E-06
2233.00000 22470.700 1.312 -33.422 0.264 0.001 0.001 0.001 3.73687E-06 4.07408E-06 2.58177E-06
2233.00000 22470.800 1.312 -33.422 0.264 -0.002 -0.004 0.004 3.75597E-06 4.09973E-06 2.59000E-06
2233.00000 22470.900 1.313 -33.422 0.264 -0.004 -0.005 0.007 3.77502E-06 4.12544E-06 2.59822E-06
2233.00000 22471.000 1.313 -33.422 0.263 -0.002 -0.003 0.005 3.79401E-06 4.15121E-06 2.60642E-06
2233.00000 22471.100 1.313 -33.422 0.264 0.003 -0.000 0.000 3.82020E-06 4.16442E-06 2.61720E-06
2233.00000 22471.200 1.314 -33.422 0.264 0.004 -0.000 0.001 3.84644E-06 4.17758E-06 2.62799E-06
2233.00000 22471.300 1.313 -33.423 0.265 0.000 -0.001 0.001 3.87271E-06 4.19070E-06 2.63879E-06
2233.00000 22471.400 1.313 -33.423 0.265 -0.003 -0.003 0.004 3.89902E-06 4.20376E-06 2.64960E-06
2233.00000 22471.500 1.312 -33.423 0.266 -0.003 -0.005 0.004 3.92536E-06 4.21677E-06 2.66043E-06
2233.00000 22471.600 1.312 -33.423 0.266 -0.001 -0.003 0.004 3.95175E-06 4.22974E-06 2.67127E-06
2233.00000 22471.700 1.310 -33.424 0.268 0.001 -0.000 0.003 3.97817E-06 4.24265E-06 2.68211E-06
2233.00000 22471.800 1.307 -33.425 0.269 0.002 0.000 -0.000 4.00463E-06 4.25552E-06 2.69297E-06
2233.00000 22471.900 1.306 -33.425 0.270 0.002 0.000 -0.000 4.03112E-06 4.26833E-06 2.70385E-06
2233.00000 22472.000 1.304 -33.426 0.271 0.000 -0.002 0.001 4.05766E-06 4.28110E-06 2.71473E-06
2233.00000 22472.100 1.302 -33.427 0.272 -0.002 -0.004 0.007 4.08401E-06 4.29607E-06 2.72615E-06
2233.00000 22472.200 1.302 -33.427 0.273 -0.003 -0.004 0.007 4.11040E-06 4.31099E-06 2.73757E-06
2233.00000 22472.300 1.302 -33.427 0.273 0.001 -0.002 0.003 4.13681E-06 4.32587E-06 2.74901E-06
2233.00000 22472.400 1.301 -33.428 0.274 0.003 -0.000 0.000 4.16326E-06 4.34071E-06 2.76046E-06
2233.00000 22472.500 1.301 -33.428 0.275 0.003 -0.000 -0.001 4.18973E-06 4.35552E-06 2.77193E-06
2233.00000 22472.600 1.301 -33.429 0.275 -0.001 -0.002 0.003 4.21622E-06 4.37028E-06 2.78340E-06
2233.00000 22472.700 1.299 -33.429 0.277 -0.003 -0.005 0.007 4.24275E-06 4.38500E-06 2.79489E-06
2233.00000 22472.800 1.297 -33.430 0.278 -0.002 -0.004 0.005 4.26931E-06 4.39968E-06 2.80639E-06
2233.00000 22472.900 1.295 -33.431 0.279 0.001 -0.001 0.002 4.29589E-06 4.41432E-06 2.81790E-06
2233.00000 22473.000 1.294 -33.431 0.279 0.004 0.000 -0.001 4.32250E-06 4.42893E-06 2.82942E-06
2233.00000 22473.100 1.293 -33.432 0.281 0.002 -0.001 0.000 4.35287E-06 4.44753E-06 2.84328E-06
2233.00000 22473.200 1.293 -33.432 0.282 -0.001 -0.003 0.004 4.38326E-06 4.46610E-06 2.85714E-06
2233.00000 22473.300 1.293 -33.432 0.282 -0.003 -0.003 0.004 4.41367E-06 4.48463E-06 2.87102E-06
2233.00000 22473.400 1.292 -33.433 0.283 -0.001 -0.005 0.008 4.44412E-06 4.50312E-06 2.88491E-06
